PrsID,PrsLabel,BYear,BLocLabel,BLocUID,BLocTGNID,BLocLat,BLocLang,DYear,DLocLabel,DLocUID,DLocTGNID,DLocLat,DLocLang,Sex,AppliedArts,Architecture,FineArts,PerformingArts,Print&Graphics,Academic,Other,,,,,
500004205,"Veer, Johannes de",1600,Utrecht ,4390600014,7006926,52.083333,5.133333,1662,Utrecht ,4390600014,7006926,52.083333,5.133333,M,0,0,1,0,0,0,0,,,,,
500062694,"Tradescant, John, the younger",1608,Meopham ,4601360207,7011587,51.3833,.3667,1662,London ,4601330462,7011781,51.5,-.1667,M,0,1,0,0,0,1,1,,,,,
500006349,"Nuvolone, Carlo Francesco",1609,Milan ,4243360266,7005903,45.466667,9.2,1662,Milan ,4243360266,7005903,45.466667,9.2,M,0,0,1,0,0,0,0,,,,,
500042123,"Juárez, José",1619,Mexico City ,5361060135,7007227,19.434167,-99.138611,1662,Mexico City ,5361060135,7007227,19.434167,-99.138611,M,0,0,1,0,0,0,0,,,,,
500019400,"Grebber, Pieter de",1590,Haarlem ,4390210003,7007048,52.366667,4.65,1663,Haarlem ,4390210003,7007048,52.366667,4.65,M,0,0,1,0,1,0,0,,,,,
500127981,"Lagouz, Nicolas",1597,Angers ,4151000159,7008480,47.4833,-.5333,1663,Angers ,4151000159,7008480,47.4833,-.5333,M,0,0,1,0,0,0,0,,,,,
500035694,"Colonia, Isaac",1601,Rotterdam ,4390510029,7006792,51.916667,4.5,1663,Rotterdam ,4390510029,7006792,51.916667,4.5,M,0,0,1,0,0,0,0,,,,,
500007842,"Cortbemde, Balthasar van",1602,Antwerp ,4031000019,7007856,51.213886,4.401514,1663,Antwerp ,4031000019,7007856,51.213886,4.401514,M,1,0,1,0,0,0,0,,,,,
500021497,"Baugin, Lubin",1605,Pithiviers ,4151450124,1034868,48.1667,2.25,1663,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,1,0,0,0,0,,,,,
500001975,"Manetti, Domenico",1609,Siena ,4243540646,7011179,43.316667,11.35,1663,Siena ,4243540646,7011179,43.316667,11.35,M,0,0,1,0,0,0,0,,,,,
500263237,"Garavaglia, Carlo",1617,Cuggiono ,4243060968,1044440,45.516667,8.816667,1663,Milan ,4243360266,7005903,45.466667,9.2,M,0,0,1,0,0,0,0,,,,,
500063314,"Bol, Philips",1564,Antwerp ,4031000019,7007856,51.213886,4.401514,1664,Haarlem ,4390210003,7007048,52.366667,4.65,M,0,0,1,0,0,0,0,,,,,
500014575,"King, Daniel",1564,Chester ,4601060265,7012045,53.2,-2.9,1664,London ,4601330462,7011781,51.5,-.1667,M,0,0,0,0,1,0,0,,,,,
500017930,"Willaerts, Adam",1577,Antwerp ,4031000019,7007856,51.213886,4.401514,1664,Utrecht ,4390600014,7006926,52.083333,5.133333,M,0,0,1,0,0,0,0,,,,,
500015973,"Vigarani, Gaspare",1586,Reggio nell'Emilia ,4243510041,7005020,44.716667,10.6,1664,Modena ,4243360307,7009565,44.666667,10.916667,M,0,1,0,1,0,0,0,,,,,
500019134,"Elbfas, Jacob Heinrich",1590,Estonia ,4120000000,7006540,59,26,1664,Stockholm ,4546540138,7009861,59.3333,18.0833,M,0,0,1,0,0,0,0,,,,,
500031764,"Vignali, Jacopo",1592,Pratovecchio ,4243450469,5002845,43.783333,11.716667,1664,Florence ,4243150091,7000457,43.766667,11.25,M,0,0,1,0,0,0,0,,,,,
500115746,"Bray, Salomon de",1597,Amsterdam ,4390000029,7006952,52.35,4.916667,1664,Haarlem ,4390210003,7007048,52.366667,4.65,M,0,1,1,0,0,0,1,,,,,
500001984,"Zurbarán, Francisco de",1598,Fuente de Cantos ,4540150019,1062032,38.25,-6.3,1664,Madrid ,4540360003,7010413,40.4,-3.683333,M,0,0,1,0,0,0,0,,,,,
500009892,"Miel, Jan",1599,"Flanders, historical ",4000150000,7024097,49.8333,5.3333,1664,Turin ,4243570114,7005688,45.05,7.666667,M,0,0,1,0,1,0,0,,,,,
500007499,"Corneille, Michel, the elder",1600,Orléans ,4151420054,7008337,47.9,1.9,1664,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,1,0,1,0,0,,,,,
500115299,"Castiglione, Giovanni Benedetto",1609,Genoa ,4243180088,7008546,44.416667,8.95,1664,Mantua ,4243360075,7005879,45.15,10.8,M,0,0,1,0,1,0,0,,,,,
500018966,"Della Bella, Stefano",1610,Florence ,4243150091,7000457,43.766667,11.25,1664,Florence ,4243150091,7000457,43.766667,11.25,M,0,0,1,0,1,0,0,,,,,
500045601,"Swinderwijk, Willem Willemsz.",1611,Haarlem ,4390210003,7007048,52.366667,4.65,1664,Amsterdam ,4390000029,7006952,52.35,4.916667,M,0,0,1,0,0,0,0,,,,,
500000615,"Nooms, Reinier",1613,Amsterdam ,4390000029,7006952,52.35,4.916667,1664,Amsterdam ,4390000029,7006952,52.35,4.916667,M,0,0,1,0,1,0,0,,,,,
500000117,"Mondini, Fulgenzio",1615,Bologna ,4243030226,7004847,44.483333,11.333333,1664,Florence ,4243150091,7000457,43.766667,11.25,M,0,0,1,0,0,0,0,,,,,
500026983,"Sweerts, Michael",1618,Brussels ,4031030068,7007868,50.833333,4.333333,1664,Goa ,3241180082,7018161,15.5167,73.9333,M,0,0,1,0,1,0,0,,,,,
500256082,"Gomboust, Jacques",1619,Paris ,4151450026,7008038,48.8667,2.3333,1664,Paris ,4151450026,7008038,48.8667,2.3333,M,0,1,1,0,1,0,0,,,,,
500093230,"Savoy, Filips van",1620,Antwerp ,4031000019,7007856,51.213886,4.401514,1664,Amsterdam ,4390000029,7006952,52.35,4.916667,M,0,0,1,0,0,0,0,,,,,
500118926,"Bega, Cornelis",1631,Haarlem ,4390210003,7007048,52.366667,4.65,1664,Haarlem ,4390210003,7007048,52.366667,4.65,M,0,0,1,0,1,0,0,,,,,
500032664,"Hoskins, John, the elder",1580,Wells ,4601660148,7011241,51.2167,-2.65,1665,London ,4601330462,7011781,51.5,-.1667,M,0,0,1,0,1,0,0,,,,,
500010830,"Nardi, Angelo",1584,Italy ,4243000000,1000080,42.8333,12.8333,1665,Madrid ,4540360003,7010413,40.4,-3.683333,M,0,0,1,0,0,0,0,,,,,
500010492,"Lanier, Nicholas",1588,London ,4601330462,7011781,51.5,-.1667,1665,London ,4601330462,7011781,51.5,-.1667,M,0,0,1,1,0,0,1,,,,,
500032980,"Swanevelt, Herman van",1590,Woerden ,4390660052,1048252,52.083333,4.916667,1665,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,1,0,1,0,0,,,,,
500005036,"Poussin, Nicolas",1594,Les Andelys ,4151000148,1033969,49.25,1.4333,1665,Rome ,4243510165,7000874,41.9,12.483333,M,0,0,1,0,1,0,0,,,,,
500115526,"Saenredam, Pieter Jansz.",1597,Assendelft ,4390000040,1047624,52.466667,4.75,1665,Haarlem ,4390210003,7007048,52.366667,4.65,M,0,0,1,0,1,0,0,,,,,
500089123,"Füssli, Mathias, I",1598,Zurich ,4542750015,7007302,47.3833,8.55,1665,Zurich ,4542750015,7007302,47.3833,8.55,M,0,0,1,0,1,0,0,,,,,
500014579,"Polo, Diego, the younger",1600,Burgos ,4540030104,7007510,42.35,-3.7,1665,Madrid ,4540360003,7010413,40.4,-3.683333,M,0,0,1,0,0,0,0,,,,,
500062629,"Bassotti, Giovan Francesco",1600,Perugia ,4243450142,7000526,43.133333,12.366667,1665,Perugia ,4243450142,7000526,43.133333,12.366667,M,0,0,1,0,0,0,0,,,,,
500006642,"Lippi, Lorenzo",1606,Florence ,4243150091,7000457,43.766667,11.25,1665,Florence ,4243150091,7000457,43.766667,11.25,M,0,0,1,0,0,0,1,,,,,
500025633,"Travi, Antonio",1608,Sestri Ponente ,4243540627,1046890,44.4167,8.85,1665,Sestri Ponente ,4243540627,1046890,44.4167,8.85,M,0,0,1,0,1,0,0,,,,,
500120040,"Recco, Giovanni Battista",1610,Naples ,4243390002,7004474,40.833333,14.25,1665,Naples ,4243390002,7004474,40.833333,14.25,M,0,0,1,0,0,0,0,,,,,
500128448,"Keyser, Hendrick de, the younger",1613,Amsterdam ,4390000029,7006952,52.35,4.916667,1665,Amsterdam ,4390000029,7006952,52.35,4.916667,M,0,0,1,0,0,0,0,,,,,
500008094,"Testelin, Louis",1615,Paris ,4151450026,7008038,48.8667,2.3333,1665,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,1,0,1,0,0,,,,,
500123524,"Simon, Thomas",1618,London ,4601330462,7011781,51.5,-.1667,1665,London ,4601330462,7011781,51.5,-.1667,M,1,0,0,0,0,0,0,,,,,
500031703,"Preissler, Daniel",1627,Prague ,4060450028,7006464,50.1,14.4333,1665,Nuremberg ,4180390285,7004334,49.447778,11.068333,M,0,0,1,0,0,0,0,,,,,
500035101,"Arce, José de",1570,"Flanders, historical ",4000150000,7024097,49.8333,5.3333,1666,Seville ,4540540133,7008676,37.377222,-5.986944,M,0,0,1,0,0,0,0,,,,,
500059847,"Solari, Giovanni Antonio",1571,Milan ,4243360266,7005903,45.466667,9.2,1666,Rome ,4243510165,7000874,41.9,12.483333,M,0,0,1,0,0,0,0,,,,,
500027794,"Hals, Frans",1576,Antwerp ,4031000019,7007856,51.213886,4.401514,1666,Haarlem ,4390210003,7007048,52.366667,4.65,M,0,0,1,0,1,0,0,,,,,
500118942,"Le Blond, Jean",1584,Paris ,4151450026,7008038,48.8667,2.3333,1666,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,1,0,1,0,0,,,,,
500046233,"Baratta, Francesco",1590,Massa-Carrara province ,4243360613,1003473,44.25,10.05,1666,Rome ,4243510165,7000874,41.9,12.483333,M,0,0,1,0,0,0,0,,,,,
500041798,"Bruni, Domenico",1591,Brescia ,4243030344,7005764,45.55,10.25,1666,Brescia ,4243030344,7005764,45.55,10.25,M,0,0,1,0,0,0,0,,,,,
500004243,"Honthorst, Willem van",1594,Utrecht ,4390600014,7006926,52.083333,5.133333,1666,Utrecht ,4390600014,7006926,52.083333,5.133333,M,0,0,1,0,0,0,0,,,,,
500089551,"Furst, Paul",1595,Nuremberg ,4180390285,7004334,49.447778,11.068333,1666,Nuremberg ,4180390285,7004334,49.447778,11.068333,M,0,0,0,0,1,0,0,,,,,
500031848,"Mansart, François",1597,Paris ,4151450026,7008038,48.8667,2.3333,1666,Paris ,4151450026,7008038,48.8667,2.3333,M,0,1,0,0,0,0,0,,,,,
500019675,"Eckhout, Albert",1600,Groningen ,4390180033,7006984,53.216667,6.55,1666,Groningen ,4390180033,7006984,53.216667,6.55,M,0,0,1,0,1,0,0,,,,,
500013737,"García Salmerón, Cristóbal",1600,Cuenca ,4540060181,7007638,40.066667,-2.133333,1666,Madrid ,4540360003,7010413,40.4,-3.683333,M,0,0,1,0,0,0,0,,,,,
500020711,"Bloemaert, Adriaen",1609,Utrecht ,4390600014,7006926,52.083333,5.133333,1666,Utrecht ,4390600014,7006926,52.083333,5.133333,M,0,0,1,0,0,0,0,,,,,
500015252,"Fruytiers, Philip",1610,Antwerp ,4031000019,7007856,51.213886,4.401514,1666,Antwerp ,4031000019,7007856,51.213886,4.401514,M,0,0,1,0,1,0,0,,,,,
500121166,"Chapron, Nicolas",1612,Châteaudun ,4151060285,7008268,48.0667,1.3333,1666,Rome ,4243510165,7000874,41.9,12.483333,M,0,0,1,0,1,0,0,,,,,
500025440,"Mola, Pier Francesco",1612,Coldrerio ,4542060029,4002771,45.854382,8.98757,1666,Rome ,4243510165,7000874,41.9,12.483333,M,0,0,1,0,1,0,0,,,,,
500018584,"Paudiss, Christoph",1615,Lower Saxony ,4180330000,7003676,52.6667,9,1666,Freising ,4180150122,7013338,48.4,11.733333,M,0,0,1,0,1,0,0,,,,,
500100130,"Raeth, Ignace",1616,Antwerp ,4031000019,7007856,51.213886,4.401514,1666,Antwerp ,4031000019,7007856,51.213886,4.401514,M,0,0,1,0,1,0,0,,,,,
500024694,"Beerstraten, Jan Abrahamsz.",1622,Amsterdam ,4390000029,7006952,52.35,4.916667,1666,Amsterdam ,4390000029,7006952,52.35,4.916667,M,0,0,1,0,1,0,0,,,,,
500023918,"Vorsterman, Lucas, II",1624,Antwerp ,4031000019,7007856,51.213886,4.401514,1666,Antwerp ,4031000019,7007856,51.213886,4.401514,M,0,0,0,0,1,0,0,,,,,
500030579,"Cerezo, Mateo, the younger",1637,Burgos ,4540030104,7007510,42.35,-3.7,1666,Madrid ,4540360003,7010413,40.4,-3.683333,M,0,0,1,0,0,0,0,,,,,
500021704,"Furttenbach, Josef, the elder",1591,Leutkirch ,4180330188,1040109,47.825,10.016667,1667,Ulm ,4180600027,7005187,48.4,10,M,0,1,1,0,0,0,1,,,,,
500029325,"Snayers, Pieter",1592,Antwerp ,4031000019,7007856,51.213886,4.401514,1667,Brussels ,4031030068,7007868,50.833333,4.333333,M,0,0,1,0,1,0,0,,,,,
500026695,"Wael, Cornelis de",1592,Antwerp ,4031000019,7007856,51.213886,4.401514,1667,Rome ,4243510165,7000874,41.9,12.483333,M,0,0,1,0,1,0,1,,,,,
500028794,"Poelenburgh, Cornelis van",1594,Utrecht ,4390600014,7006926,52.083333,5.133333,1667,Utrecht ,4390600014,7006926,52.083333,5.133333,M,0,0,1,0,1,0,0,,,,,
500028306,"Borromini, Francesco",1599,Ticino ,4542570001,7004723,46.3333,8.75,1667,Rome ,4243510165,7000874,41.9,12.483333,M,0,1,0,0,1,0,0,,,,,
500027695,"Vroom, Frederick, II",1600,Haarlem ,4390210003,7007048,52.366667,4.65,1667,Haarlem ,4390210003,7007048,52.366667,4.65,M,0,0,1,0,1,0,0,,,,,
500026066,"Espinosa, Jerónimo Jacinto",1600,Cocentaina ,4540060152,1061963,38.75,-.433333,1667,Valencia ,4540630009,7008769,39.466667,-.366667,M,0,0,1,0,0,0,0,,,,,
500043176,"Müller, Johann Lorenz",1601,Frankfurt am Main ,4180150093,7005293,50.116667,8.683333,1667,Frankfurt am Main ,4180150093,7005293,50.116667,8.683333,M,0,0,1,0,0,0,0,,,,,
500115519,"Cano, Alonso",1601,Granada ,4540180026,7007703,37.183333,-3.6,1667,Granada ,4540180026,7007703,37.183333,-3.6,M,0,1,1,0,1,0,1,,,,,
500003972,"Couwenberch, Christiaen van",1604,Delft ,4390090010,7006804,52,4.366667,1667,Köln district ,4180300352,1003171,50.9333,6.6667,M,0,0,1,0,0,0,0,,,,,
500049640,"Golling, Leonhard",1604,Nürburg ,4180390284,1040387,50.333333,6.95,1667,Nürburg ,4180390284,1040387,50.333333,6.95,M,0,0,1,0,1,0,0,,,,,
500005939,"Ledoux, Louis",1606,Mons ,4031360041,7007961,50.3,3.9667,1667,Mons ,4031360041,7007961,50.3,3.9667,M,0,1,1,0,0,0,0,,,,,
500001468,"Francken, Frans, III",1607,Antwerp ,4031000019,7007856,51.213886,4.401514,1667,Antwerp ,4031000019,7007856,51.213886,4.401514,M,0,0,1,0,0,0,0,,,,,
500022968,"Tassel, Jean",1608,Langres ,4151330148,7008343,47.8833,5.3333,1667,Langres ,4151330148,7008343,47.8833,5.3333,M,0,0,1,0,0,0,0,,,,,
500058491,"Allio, Tommaso",1610,Scaria ,4243540511,4010172,45.986132,9.044111,1667,Padua ,4243450011,7003085,45.416667,11.883333,M,0,1,1,0,0,0,0,,,,,
500001516,"Heschler, David",1611,Memmingen ,4180360144,7012598,47.983333,10.166667,1667,Ulm ,4180600027,7005187,48.4,10,M,0,0,1,0,1,0,0,,,,,
500025224,"Stangerus, Cornelis",1616,Delft ,4390090010,7006804,52,4.366667,1667,Middelburg ,4390360023,7006752,51.5,3.616667,M,0,0,1,0,0,0,0,,,,,
500028588,"Villers, Jacob de",1616,Leyden ,4390330011,7006809,52.15,4.5,1667,Rotterdam ,4390510029,7006792,51.916667,4.5,M,0,0,1,0,1,0,0,,,,,
500001535,"Jegher, Jan Christoffel",1618,Antwerp ,4031000019,7007856,51.213886,4.401514,1667,Antwerp ,4031000019,7007856,51.213886,4.401514,M,0,0,0,0,1,0,0,,,,,
500001866,"Thielen, Jan Philip van",1618,Mechelen ,4031360016,7008736,51.028298,4.479327,1667,Mechelen ,4031360016,7008736,51.028298,4.479327,M,0,0,1,0,0,0,0,,,,,
500121826,"Jode, Arnold de",1628,Antwerp ,4031000019,7007856,51.213886,4.401514,1667,London ,4601330462,7011781,51.5,-.1667,M,0,0,0,0,1,0,0,,,,,
500020032,"Borch, Moses ter",1645,Zwolle ,4390750033,7007077,52.5,6.083333,1667,Harwich ,4601210153,7011868,51.95,1.2833,M,0,0,1,0,1,0,0,,,,,
500117274,"Vasconcelos, Constantino de",1568,Braga ,4451030018,7010775,41.55,-8.4333,1668,Lima ,7451330031,7005821,-12.05,-77.05,M,0,1,0,0,0,0,0,,,,,
500050515,"Geldorp, Georg",1568,Cologne ,4180060061,7004446,50.933333,6.95,1668,London ,4601330462,7011781,51.5,-.1667,M,0,0,1,0,0,0,1,,,,,
500120146,"Le Sueur, Hubert",1580,Paris ,4151450026,7008038,48.8667,2.3333,1668,Paris ,4151450026,7008038,48.8667,2.3333,M,1,0,1,0,0,0,0,,,,,
500005345,"Moncornet, Baltazar",1590,Rouen ,4151510159,7008929,49.4333,1.0833,1668,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,0,0,1,0,0,,,,,
500008845,"Benso, Giulio",1592,Pieve di Teco ,4243450237,1046008,44.05,7.933333,1668,Pieve di Teco ,4243450237,1046008,44.05,7.933333,M,0,0,1,0,1,0,0,,,,,
500030632,"Bie, Adriaen de",1593,Lier ,4031330029,7016996,51.131282,4.570415,1668,Lier ,4031330029,7016996,51.131282,4.570415,M,0,0,1,0,0,0,0,,,,,
500030105,"Opstal, Gerard van",1594,Brussels ,4031030068,7007868,50.833333,4.333333,1668,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,1,0,0,0,0,,,,,
500004943,"Molenaer, Jan Miense",1600,Haarlem ,4390210003,7007048,52.366667,4.65,1668,Haarlem ,4390210003,7007048,52.366667,4.65,M,0,0,1,0,1,0,0,,,,,
500121248,Itsunen,1601,Hangzhou ,3062210092,7001806,30.3,120.1167,1668,Nagasaki ,3271390020,7004735,32.75,129.8667,M,0,0,1,0,0,0,1,,,,,
500014615,"Luyckx, Frans",1604,Antwerp ,4031000019,7007856,51.213886,4.401514,1668,Vienna ,4002630021,7003321,48.2167,16.3667,M,0,0,1,0,0,0,0,,,,,
500016468,"Boeckhorst, Jan",1605,Münster ,4180360311,7004445,51.966667,7.633333,1668,Antwerp ,4031000019,7007856,51.213886,4.401514,M,1,0,1,0,1,0,0,,,,,
500028110,"Mignard, Nicholas",1606,Troyes ,4151570174,7008350,48.3,4.0833,1668,Paris ,4151450026,7008038,48.8667,2.3333,M,1,0,1,0,1,0,0,,,,,
500012120,"Quellinus, Artus, I",1609,Antwerp ,4031000019,7007856,51.213886,4.401514,1668,Antwerp ,4031000019,7007856,51.213886,4.401514,M,0,0,1,0,1,0,0,,,,,
500004784,"Daret, Jean",1613,Brussels ,4031030068,7007868,50.833333,4.333333,1668,Aix-en-Provence ,4151000064,7010786,43.5167,5.45,M,0,0,1,0,1,0,0,,,,,
500023432,"Castillo y Saavedra, Antonio del",1616,Cordova ,4540060167,7007513,37.883333,-4.766667,1668,Cordova ,4540060167,7007513,37.883333,-4.766667,M,0,0,1,0,1,0,0,,,,,
500027164,"Koedijck, Isaac",1617,Amsterdam ,4390000029,7006952,52.35,4.916667,1668,Amsterdam ,4390000029,7006952,52.35,4.916667,M,0,0,1,0,0,0,1,,,,,
500019917,"Wouwerman, Philips",1619,Haarlem ,4390210003,7007048,52.366667,4.65,1668,Haarlem ,4390210003,7007048,52.366667,4.65,M,0,0,1,0,1,0,0,,,,,
500011884,"Boel, Quirin",1620,Antwerp ,4031000019,7007856,51.213886,4.401514,1668,Brussels ,4031030068,7007868,50.833333,4.333333,M,0,0,0,0,1,0,0,,,,,
500025996,"Hoecke, Robert van den",1622,Antwerp ,4031000019,7007856,51.213886,4.401514,1668,Bergues ,4151030191,7008455,50.9667,2.4333,M,0,0,1,0,1,0,0,,,,,
500043864,"Badiale, Alessandro",1623,Bologna ,4243030226,7004847,44.483333,11.333333,1668,Bologna ,4243030226,7004847,44.483333,11.333333,M,0,0,1,0,1,0,0,,,,,
500008252,"Rijn, Titus van",1641,Amsterdam ,4390000029,7006952,52.35,4.916667,1668,Amsterdam ,4390000029,7006952,52.35,4.916667,M,0,0,1,0,0,0,1,,,,,
500025199,"Fiasella, Domenico",1589,Sarzana ,4243540473,7005367,44.116667,9.966667,1669,Genoa ,4243180088,7008546,44.416667,8.95,M,0,0,1,0,0,0,0,,,,,
500032000,"Le Muet, Pierre",1591,Dijon ,4151090064,7008224,47.3333,5.0333,1669,Paris ,4151450026,7008038,48.8667,2.3333,M,0,1,0,0,0,1,1,,,,,
500115154,"Cortona, Pietro da",1596,Cortona ,4243060917,7006120,43.266667,11.983333,1669,Rome ,4243510165,7000874,41.9,12.483333,M,1,1,1,0,1,0,0,,,,,
500022103,"Willaerts, Abraham",1598,Utrecht ,4390600014,7006926,52.083333,5.133333,1669,Utrecht ,4390600014,7006926,52.083333,5.133333,M,0,0,1,0,0,0,1,,,,,
500027875,"Bor, Paulus",1600,Amersfoort ,4390000025,7006922,52.15,5.383333,1669,Amersfoort ,4390000025,7006922,52.15,5.383333,M,0,0,1,0,1,0,0,,,,,
500018161,"Anguier, François",1604,Eu ,4151120113,7009169,50.05,1.4167,1669,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,1,0,0,0,0,,,,,
500011051,Rembrandt van Rijn,1606,Leyden ,4390330011,7006809,52.15,4.5,1669,Amsterdam ,4390000029,7006952,52.35,4.916667,M,0,0,1,0,1,1,0,,,,,
500001504,"Thulden, Theodor van",1606,s Hertogenbosch ,4390540026,7006837,51.7,5.316667,1669,s Hertogenbosch ,4390540026,7006837,51.7,5.316667,M,0,0,1,0,1,0,0,,,,,
500023399,"Post, Pieter Jansz.",1608,Haarlem ,4390210003,7007048,52.366667,4.65,1669,"Hague, The ",4390210077,7006810,52.083333,4.3,M,0,1,1,0,1,0,0,,,,,
500023028,"Santvoort, Abraham Dirksz.",1611,Amsterdam ,4390000029,7006952,52.35,4.916667,1669,Chaam ,4390060004,1047695,51.5,4.866667,M,0,0,1,0,1,0,0,,,,,
500060685,"Heince, Zacharie",1611,Paris ,4151450026,7008038,48.8667,2.3333,1669,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,1,0,1,0,0,,,,,
500044383,"Giovani, Francesco",1611,Rome ,4243510165,7000874,41.9,12.483333,1669,Rome ,4243510165,7000874,41.9,12.483333,M,0,0,1,0,1,0,0,,,,,
500019017,"Blanckerhoff, Jan Theunisz.",1628,Alkmaar ,4390000015,7007057,52.633333,4.75,1669,Amsterdam ,4390000029,7006952,52.35,4.916667,M,0,0,1,0,1,0,0,,,,,
500078008,"Bertélemy, Antoine",1631,Fontainebleau ,4151150107,7008005,48.4,2.7,1669,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,1,0,0,0,0,,,,,
500121736,Kas?m A?a,1570,Berat province ,4003030000,7006424,40.7,19.95,1670,Istanbul ,3573240047,7002473,41.0333,28.95,M,0,1,0,0,0,0,0,,,,,
500004646,"Lasne, Michel",1580,Caen ,4151060011,7008209,49.1833,-.3667,1670,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,0,0,1,0,1,,,,,
500016538,"Ponzoni, Matteo",1583,Venice ,4243630105,7018159,45.438611,12.326667,1670,Venice ,4243630105,7018159,45.438611,12.326667,M,0,0,1,0,0,0,0,,,,,
500125951,"Unteutsch, Friedrich",1590,Berlin ,4180030287,7003712,52.516667,13.4,1670,Frankfurt am Main ,4180150093,7005293,50.116667,8.683333,M,1,0,0,0,0,0,0,,,,,
500032502,"Vermeer van Haarlem, Jan, I",1590,Haarlem ,4390210003,7007048,52.366667,4.65,1670,Haarlem ,4390210003,7007048,52.366667,4.65,M,0,0,1,0,0,0,1,,,,,
500014072,"Saint-Igny, Jean de",1590,Rouen ,4151510159,7008929,49.4333,1.0833,1670,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,1,0,1,0,1,,,,,
500089548,"Nicolai, Elias",1590,Slovakia ,4544000000,7011765,48.6667,19.5,1670,Sibiu ,4511540023,7004269,45.7667,24.15,M,0,0,1,0,0,0,0,,,,,
500030939,"Sheppard, William",1592,England ,4601120000,7002445,53,-2,1670,Italy ,4243000000,1000080,42.8333,12.8333,M,0,0,1,0,0,0,0,,,,,
500121857,"Allio, Matteo di Guaro",1595,Scaria ,4243540511,4010172,45.986132,9.044111,1670,Padua ,4243450011,7003085,45.416667,11.883333,M,0,1,1,0,0,0,0,,,,,
500065717,"Pellizzari, Giovanni Battista",1598,Verona ,4243630132,7003262,45.45,11,1670,Padua ,4243450011,7003085,45.416667,11.883333,M,0,0,1,0,0,0,0,,,,,
500039432,"Jiménez Maza, Francisco",1598,Tarazona ,4540570009,7008713,41.9,-1.733333,1670,Zaragoza ,4540750005,7008813,41.633333,-.883333,M,0,0,1,0,0,0,0,,,,,
500043948,"Vinckenbrinck, Albert Jansz.",1600,Netherlands ,4390000000,7016845,52.5,5.75,1670,Amsterdam ,4390000029,7006952,52.35,4.916667,M,0,0,1,0,0,0,0,,,,,
500102801,"Ciafferi, Pietro",1600,Pisa ,4243450264,7006082,43.716667,10.383333,1670,Livorno ,4243330160,7006074,43.55,10.316667,M,0,1,1,0,1,0,0,,,,,
500021785,"Dyck, Daniel van den",1600,Antwerp ,4031000019,7007856,51.213886,4.401514,1670,Mantua ,4243360075,7005879,45.15,10.8,M,0,0,1,0,1,0,0,,,,,
500006322,"Codazzi, Viviano",1602,Bergamo ,4243030151,7005025,45.683333,9.716667,1670,Rome ,4243510165,7000874,41.9,12.483333,M,0,1,1,0,0,0,0,,,,,
500115766,"Mytens, Jan",1604,"Hague, The ",4390210077,7006810,52.083333,4.3,1670,"Hague, The ",4390210077,7006810,52.083333,4.3,M,0,0,1,0,0,0,0,,,,,
500006665,"Spinelli, Giovanni Battista",1605,Bergamo ,4243030151,7005025,45.683333,9.716667,1670,Naples ,4243390002,7004474,40.833333,14.25,M,0,0,1,0,1,0,0,,,,,
500024035,"Mander, Karel van, III",1608,Delft ,4390090010,7006804,52,4.366667,1670,Copenhagen ,4090060002,7003474,55.7167,12.5667,M,1,0,1,0,1,0,1,,,,,
500030717,"Ceresa, Carlo",1609,San Giovanni Bianco ,4243540150,1046543,45.866667,9.65,1670,Bergamo ,4243030151,7005025,45.683333,9.716667,M,0,0,1,0,0,0,0,,,,,
500019955,"Sorgh, Hendrik Martensz.",1609,Rotterdam ,4390510029,7006792,51.916667,4.5,1670,Rotterdam ,4390510029,7006792,51.916667,4.5,M,0,0,1,0,0,0,0,,,,,
500028093,"Le Vau, Louis",1612,Paris ,4151450026,7008038,48.8667,2.3333,1670,Paris ,4151450026,7008038,48.8667,2.3333,M,0,1,0,0,0,0,0,,,,,
500115795,"Helst, Bartholomeus van der",1613,Haarlem ,4390210003,7007048,52.366667,4.65,1670,Amsterdam ,4390000029,7006952,52.35,4.916667,M,0,0,1,0,1,0,0,,,,,
500013234,"Waldor, Jean, the younger",1616,Liège ,4031330028,7007945,50.638674,5.570228,1670,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,0,0,1,0,0,,,,,
500104081,"Lerambert, Louis II",1620,Paris ,4151450026,7008038,48.8667,2.3333,1670,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,1,0,0,0,0,,,,,
500072982,"Regnesson, Nicolas",1620,Rheims ,4151510033,7011060,49.25,4.0333,1670,Paris ,4151450026,7008038,48.8667,2.3333,M,0,0,0,0,1,0,0,,,,,
